ID,RawText,Text,Image,Label
3057,stephen harper says i led you into this mess now trust me to lead you out statcan 0810015,neutral,neutral,neutral
3060,227 000 fake followers for,negative,neutral,positive
3061,makes asking candidates questions easy,negative,neutral,positive
3062,break at debate i would rate 1 2 3 4 thana,neutral,neutral,neutral
3063,bigspending election campaign set to ramp up airwaves war,neutral,negative,positive
3064,i support energy and prosperity,positive,positive,positive
3066,canvass shifts cancelled for rain so its reading in the apartment,negative,positive,positive
3067,harper recruiting poster for canadian veterans to turn back the progressive hoards,positive,positive,positive
3068,if you do not vote grumpy ole demented men choose your prime minister,negative,negative,negative
3070,saw this today sets record on who was 1st to deeply oppose spin said otherwise why,neutral,neutral,neutral
3072,canadians on interpol public website listed as wanted for terrorism mt,negative,negative,negative
3073,federal vote critical to future of,negative,positive,positive
3074,liberals bring coach and unload at pit of chanting partisans trudeau arrives imminently,positive,neutral,positive
3075,spotted recently in the cc,positive,positive,positive
3076,talking how will scrap income splitting stock optionsproper infrastructure,positive,positive,positive
3077,canadian media guild how to champion public broadcasting during the election,neutral,neutral,neutral
3079,cheering our amazing leader as he talks about his plan for,positive,positive,positive
3080,voters take our brand new poll and join the federal election discussion,neutral,neutral,neutral
3081,blue parrot made gampm ed cartoon wright wing wizard of oz,neutral,negative,positive
3082,should canadians put their trust in justin the justin trudeau song,negative,negative,negative
3083,west nova agm guest speaker liberal candidate info at,neutral,neutral,neutral
3084,look at all of that red awaiting tonights debate,neutral,neutral,neutral
3086,warming up the crowd at the rally for change,positive,neutral,positive
3087,55 million canadian are eligible to vote in the upcoming federal election will they,positive,positive,positive
3088,pakistan pm in presence of american imperialism vs canadas pm in presence of american imperialism,neutral,negative,positive
3089,so the flower says i told you i would grow better with bullshit as fertilizer,negative,negative,negative
3090,explains his followtheleader attitude toward apologies,negative,negative,negative
3091,it is awesome seeing so many churches in supporting why will not,positive,positive,positive
3093,beautiful morning to share transit plan,positive,neutral,positive
3095,democracy in action team jerome signs going up in new brighton,positive,neutral,positive
3096,great turnout today official open houseexcitement building for,positive,neutral,positive
3098,message to amp here is an from australia they are here as well,neutral,neutral,neutral
3099,the camplane,neutral,neutral,neutral
3100,a delight to be in front office in centre join me 1 to 7pm,positive,positive,positive
3101,bus was supposed to last until oct 19 but the wheels fell off prematurely,negative,negative,negative
3102,political ideologies and the legal profession how do lawyers fit in to,neutral,neutral,neutral
3104,scooped from facebook file under revenge of the poopin puffins,neutral,neutral,neutral
3105,canada making investments for the long term too bad those are in mexico,neutral,neutral,neutral
3106,i spent my life for canadalet us bring canada backvive le canada jean chretien,positive,positive,positive
3107,who says harper is not creating jobs,neutral,negative,positive
3109,tax hikes,negative,negative,negative
3112,last week took control of harper had a tough week on,neutral,neutral,neutral
3113,defence platforms gt via,neutral,neutral,neutral
3114,taking running for office literally,positive,neutral,positive
3115,my oped to set the record straight on,neutral,neutral,neutral
3116,austerity tax breaks for corps amp wealthy time to beat economic piñata with your votes oust,neutral,neutral,neutral
3117,did a pmo lackey tamper with woodcocks evidence at,negative,negative,negative
3118,great day celebrating with and,neutral,neutral,neutral
3119,200 individuals target met in todays rachel bendayans team canvass event great spirit,positive,positive,positive
3120,unsafe site 4 cda post box complained to conservative mp nothing done people have to park on road,negative,negative,negative
3121,another great night of doorknocking with in mckenzie towne,positive,positive,positive
3122,make the global goals popular and vote for a leader who has plans to help us achieve them,positive,neutral,positive
3124,whatever your political stripes be sure you are registered to vote on oct19 takes 2min via,positive,neutral,positive
3125,as he prepares for debate on 20150918,positive,neutral,positive
3127,we sell lavs to the saudis who use them to red mist yemenis this should be an issue,neutral,negative,positive
3128,ray of sunshine novak a good little boy scout,positive,neutral,positive
3129,document passed out from the agricultural producers association of saskatchewan,neutral,neutral,neutral
3130,the human freedom index canada is ranked 6th of 152 countries,positive,positive,positive
3131,amp in this am,positive,neutral,positive
3132,setting for a round table discussion with on amp,neutral,positive,positive
3133,one more reason canadian youth ought to vote wisely source statcan 2820001,positive,neutral,positive
3134,hah s trickle down economics becomes even more distasteful,negative,negative,negative
3135,conservative support collapse 40 past voters 2 vote for another party,negative,negative,negative
3136,canadian media guild how to champion public broadcasting during the election,neutral,neutral,neutral
3137,harper has passed laws to keep cdns who oppose him from voting the guardian,neutral,neutral,neutral
3138,we have hosting at podium with remarks,neutral,neutral,neutral
3139,knocking doors today w for in,positive,positive,positive
3140,and we are underway at tonights citywide national food policy forum,neutral,neutral,neutral
3142,the ballot question in 2015 integrity,neutral,neutral,neutral
3143,can not wait for another grumpy ole man,neutral,neutral,neutral
